,Unnamed: 0,text,intent,label
82,82.0,สุขสันต์วันเกิดค่ะ ต้องฉลอง,positive,1
83,83.0,สุดยอดมากๆ คุณเป็นคนพิเศษ,positive,1
84,84.0,สุขสันต์วันเกิดคุณค่ะ,positive,1
85,85.0,คุ้มค่ามากสำหรับราคา,positive,1
86,86.0,ฉันรักดนตรีค่ะ,positive,1
87,87.0,สุขสันต์วันเด็กค่ะ รักรักเด็ก们,positive,1
88,88.0,ฉันชอบเกมส์นี้มาก,positive,1
89,89.0,ฉันชอบเพลงใหม่นี้มาก,positive,1
90,90.0,สบายดี มีความสุขตลอดเวลา,positive,1
91,91.0,ฉันรักครอบครัวของฉันมาก,positive,1
92,92.0,ได้รับคำชมจากเพื่อนๆ ค่ะ,positive,1
93,93.0,รักครอบครัวของฉันค่ะ,positive,1
94,94.0,ได้รับประสบการณ์ที่ดีที่สุดเลยค่ะ,positive,1
95,95.0,ได้รับการตอบรับที่ดีที่สุดเลยค่ะ,positive,1
96,96.0,สุดยอดเรื่องการบริการค่ะ,positive,1
97,97.0,ได้รับการช่วยเหลือจากผู้ใหญ่ค่ะ,positive,1
98,98.0,มีความสุขมากๆ ในวันนี้,positive,1
99,99.0,สุดยอดเลยค่ะ รักหมดหัวใจ,positive,1
100,100.0,บริการของคุณไม่รวดเร็วเท่าที่ควรจะเป็น,negative,0
101,101.0,สภาพถนนในวันนี้ไม่ดีเลย ขับรถลำบาก,negative,0
102,102.0,รถยนต์ของ Honda ไม่ดีเท่าที่ฉันคิดไว้,negative,0
103,103.0,คุณภาพของผลิตภัณฑ์นี้ไม่ดีเท่าที่ควรจะเป็น,negative,0
104,104.0,ฉันไม่ชอบอาหารจีนเลย ไม่อร่อยและไม่สะอาด,negative,0
105,105.0,ส่วนใหญ่ของฉันก็คือไม่ชอบการบริการของคุณเลย,negative,0
106,106.0,การบริการของธนาคารกรุงเทพไม่ดีเลย,negative,0
107,107.0,ฉันไม่ชอบการบริการของคุณ มันไม่เป็นมิตรเลย,negative,0
108,108.0,ร้านอาหารแห่งนี้รสชาติไม่ดีเลย เสียเงินฟรี,negative,0
109,109.0,บริการของที่นี่แย่มาก ไม่แนะนำใครเลย,negative,0
110,110.0,การบริการของทางโรงพยาบาลไม่ดีเลย,negative,0
111,111.0,คุณเคยลองใช้บริการของ TrueMove แล้วหรือเปล่า ฉันบอก你ว่ามันไม่ดีเลย,negative,0
112,112.0,ไม่พอใจกับการตอบคำถามของคุณ,negative,0
113,113.0,บริการลูกค้าของ true_online ไม่ดีเลย,negative,0
114,114.0,ฉันไม่ชอบอาหารไทยที่ร้านนี้ มันไม่อร่อยเลย,negative,0
115,115.0,ตลาดนัดเมืองทองไม่ค่อยจะมีสินค้าที่ดี,negative,0
116,116.0,ฉันไม่เข้าใจทำไมคนจำนวนมากถึงชอบเกมนี้,negative,0
117,117.0,ฉันไม่เชื่อว่าคุณจะแก้ไขปัญหานี้,negative,0
118,118.0,ฉันไม่ชอบอาหารตะวันตกที่ร้านนี้ มันไม่อร่อยเลย,negative,0
119,119.0,บริการของคุณไม่ตรงเวลาตามที่กำหนดไว้,negative,0
120,120.0,สินค้าของที่นี่ไม่คุณภาพเลย ฉันไม่แนะนำใครเลย,negative,0
121,121.0,ไปรษณีย์ไทยไม่ไว้ใจได้เลย ส่งของหายตลอด,negative,0
122,122.0,ฉันไม่เชื่อว่าคุณจะมีความสามารถในการแก้ไขปัญหา,negative,0
123,123.0,สินค้าของร้านนี้ไม่ค่อยจะมีคุณภาพ,negative,0
124,124.0,สินค้าราคาแพงกว่าที่คิดไว้,negative,0
125,125.0,สายการบินนก.air ไม่ค่อยดีเลย ล่าช้ามาตลอด,negative,0
126,126.0,ฉันไม่พอใจในการบริการของร้านเสริมสวยแห่งนี้,negative,0
127,127.0,ไม่ชอบเพลงที่ออกมาในปีนี้,negative,0
128,128.0,ฉันไม่ชอบภาพยนตร์ใหม่ที่ออกฉาย มันไม่สนุกเลย,negative,0
129,129.0,การบริการของคุณไม่ดีเท่าที่ควรจะเป็น,negative,0
130,130.0,สภาพอากาศในวันนี้ร้อนและแห้งมาก,negative,0
131,131.0,ฉันไม่ชอบเพลงใหม่ของศิลปินคนนี้ มันไม่เพราะเลย,negative,0
132,132.0,สุดห่วยเลยคนที่ทำงานไม่เอาไหน,negative,0
133,133.0,ตอนแรกก็ดี แต่ตอนหลังก็เอาแต่โกงเรา,negative,0
134,134.0,ฉันไม่เคยพบใครที่ทำให้ร้ายแรงขนาดนี้,negative,0
135,135.0,คุณไม่เอาใจใส่ในความคิดเห็นของผมเลย,negative,0
136,136.0,เรามีปัญหามากมายในการใช้งานระบบออนไลน์,negative,0
137,137.0,ฉันไม่พอใจในการบริการของร้านค้าที่นี้,negative,0
138,138.0,โรงแรมนี้ไม่เหมาะสำหรับคนที่มีรายได้น้อย ราคาพิเศษแต่ไม่คุ้ม,negative,0
139,139.0,ฉันไม่พอใจในการบริการของคุณเลย,negative,0
140,140.0,เราไม่พอใจกับสภาพโรงแรมนี้,negative,0
141,141.0,สภาพอากาศในช่วงฤดูร้อน热มากจนแทบทนไม่ไหว,negative,0
142,142.0,ฉันไม่ชอบอาหารของร้านนี้เลย มันไม่สดและมีรสชาติที่ไม่ดี,negative,0
143,143.0,ฉันไม่ชอบการติดต่อประสานงานของร้านค้าที่นี้,negative,0
144,144.0,ฉันเกลียดการท่องเที่ยวในวันนี้เพราะฝนตกตลอด,negative,0
145,145.0,คุณไม่ควรเชื่อคำโฆษณาของพวกเขามันโกหกทั้งหมด,negative,0
146,146.0,ฉันไม่ชอบการใช้งานระบบออนไลน์ของธนาคารแห่งนี้,negative,0
147,147.0,การบริการของคุณแย่มาก ฉันไม่พอใจเลย,negative,0
148,148.0,ฉันไม่ชอบอากาศในร้านนี้เลย มันไม่สะอาด,negative,0
149,149.0,สุดห่วยเลย บริการของพวกเขาแย่มาก,negative,0
150,150.0,ฉันไม่เชื่อว่าร้านอาหารแห่งนี้จะมีคุณภาพดี,negative,0
151,151.0,ฉันเกลียดการทำงานในวันหยุดสุดสัปดาห์ ทำให้ฉันเหน็ดเหนื่อย,negative,0
152,152.0,ฉันไม่ชอบเพลงของร้านนี้ มันไม่เพราะเลย,negative,0
153,153.0,ไม่ชอบอาหารของร้านนี้เลย มันไม่สะอาดและรสชาติไม่ดี,negative,0
154,154.0,ไม่พอใจกับการบริการของร้านอาหาร,negative,0
155,155.0,คุณภาพของผลิตภัณฑ์นี้ไม่ดีเลย ฉันไม่แนะนำให้ใครซื้อ,negative,0
156,156.0,ฉันไม่พอใจกับการบริการของคุณ มีหลายอย่างที่ไม่ตรงตามคำ hứา,negative,0
157,157.0,ฉันไม่ชอบภาพยนตร์เรื่องนี้ เล่าเรื่องที่ไม่สนุก,negative,0
158,158.0,บริการของโรงแรมนี้แย่มาก ต้องรอนานและพนักงานไม่ freundlich,negative,0
159,159.0,สินค้าที่ร้านออนไลน์นี้ขาย มีปัญหามากมาย และไม่มีการตอบแทน,negative,0
160,160.0,บริการของที่นี่ไม่ดีเลย ฉันไม่พอใจเลย,negative,0
161,161.0,ฉันเกลียดการท่องเที่ยวในร้านนี้ มันไม่สนุกเลย,negative,0
162,162.0,ฉันไม่แนะนำให้รับประทานอาหารที่ร้านนี้ คุณภาพไม่ดี,negative,0
163,163.0,ร้านอาหารญี่ปุ่นนี้ไม่ค่อยจะมีรสชาติที่ดี,negative,0
164,164.0,สินค้าราคาสูงกว่าที่คิดไว้,negative,0
165,165.0,สินค้าที่ร้านนี้ขาย มีคุณภาพไม่ดีเลย ราคาแพงกว่าร้านอื่นด้วย,negative,0
166,166.0,โรงแรมนี้ไม่สะอาดเลยFOUND BEDBUGS,negative,0
167,167.0,ฉันไม่แนะนำใครให้มาใช้รถยนต์ของ Toyota,negative,0
168,168.0,ฉันไม่เชื่อว่าคุณจะได้รับการบริการที่ดีจากทางร้าน,negative,0
169,169.0,เมนูนี้ไม่อร่อยเลย เสียเงินฟรี,negative,0
170,170.0,ส่วนลดไม่ค่อยจะมีประโยชน์เลย,negative,0
171,171.0,คอนโดฯนี้ बदai มาก ไม่ควรซื้อเลย,negative,0
172,172.0,ฉันไม่เข้าใจทำไมพวกเขาถึงไม่บอกความจริง,negative,0
173,173.0,การเดินทางโดยเครื่องบินสายการบินนี้ไม่สะดวกเลย ชะลอเวลามาก,negative,0
174,174.0,การบริการของทางสถานีรถไฟไม่ดีเลย,negative,0
175,175.0,ฉันไม่ชอบอาหารไทยเลย ไม่อร่อยและไม่สะอาด,negative,0
176,176.0,ฉันไม่เข้าใจทำไมคนจำนวนมากถึงชอบเพลงนี้,negative,0
177,177.0,ฉันไม่ประทับใจในร้านค้าที่นี่เลย,negative,0
178,178.0,ฉันเกลียดการท่องเที่ยวที่นี่ มันไม่สนุกเลย,negative,0
179,179.0,ปวดหัวมากกับการบริการของคุณ,negative,0
180,180.0,ไม่ชอบรสชาติของอาหารที่ร้านนี้,negative,0
181,181.0,คนที่ทำงานที่นี่ไม่เอาใจใส่เลย,negative,0
182,182.0,บริษัทนี้ไม่ดีเลย ฉันไม่แนะนำให้ใครใช้บริการ,negative,0
183,183.0,ผลิตภัณฑ์ของคุณไม่ดีเลย ฉันไม่แนะนำให้ใครซื้อ,negative,0
184,184.0,ฉันไม่เข้าใจทำไมพวกเขาถึงไม่แก้ไขปัญหานี้,negative,0
185,185.0,บริการลูกค้าของ AIS ไม่ดีเลย,negative,0
186,186.0,บริการของ Kbank ไม่ดีเลย ฉันไม่พอใจ,negative,0
187,187.0,ฉันไม่แนะนำใครให้มาใช้บริการของร้านนี้,negative,0
188,188.0,ฉันไม่ชอบการติดต่อของคุณเลย,negative,0
189,189.0,สินค้าของที่นี่แพงกว่าที่อื่น และไม่คุณภาพเลย,negative,0
190,190.0,คุณเอาหัวใจออกจากงานเลย จะทำให้งานเสร็จสมบูรณ์ได้ยังไงกัน,negative,0
191,191.0,ฉันไม่เข้าใจทำไมพวกเขาถึงทำอย่างนี้,negative,0
192,192.0,ฉันไม่พอใจกับสภาพถนนในปัจจุบัน บรรเทาปัญหาการจราจรไม่ได้,negative,0
193,193.0,ฉันไม่เชื่อว่าคุณจะมีความรับผิดชอบในการแก้ไขปัญหา,negative,0
194,194.0,ฉันไม่พอใจในการบริการของ AIS,negative,0
195,195.0,คุณภาพของบริการของคุณไม่ดีเท่าที่ควรจะเป็น,negative,0
196,196.0,ฉันไม่ชอบการสื่อสารของคุณเลย,negative,0
197,197.0,ไม่ประทับใจกับราคาของโรงแรมนี้,negative,0
198,198.0,คุณไม่เข้าใจความรู้สึกของผมเลย,negative,0
199,199.0,ฉันไม่พอใจในการบริการของร้านอาหารแห่งนี้,negative,0
0,,ไม่เคารพในสิ่งที่เขากระทำ ฉันเกลียดมันจริงๆ,negative,0
1,,"ตอนแรกๆ ก็โอเคนะ แต่พอใช้งานจริงๆ แล้วพบความล้มเหลวหลายครั้ง ห่วย／
ocu ไม่ดีเลย เสียเวลาเสียทอง แบบนี้ใครจะใช้อย่าง",negative,0
2,,บริการลูกค้าของพวกเขานี้แย่มาก ติดต่อไม่ได้สักที,negative,0
3,,ไม่เข้าใจ ทำไมต้องเสียเวลามากขนาดนั้น,negative,0
4,,รักเมืองไทยมากเลย วัฒนธรรมและอาหารรสต่าง กิน gì ก็อร่อยหมดเลย,positive,1
5,,ชอบมากเลยนะ คุ้มราคาแน่ๆ,positive,1
6,,เอ๊ะ สินค้ามีคุณภาพดี รีบซื้อมันไว้นะ,positive,1
7,,ตอนแรกนึกว่าจะไม่มีทาง แต่เขาก็ทำให้มันเป็นจริงได้ สุดยอด,positive,1
8,,โอ้เอ๊ย สินค้า质量ดีทีเดียว ได้รับการรับรองจากหลายคน,positive,1
9,,เครียดมากเลย ทำอะไรไม่ได้สักที พอพูดก็โดนหมัดทั้งนั้น,negative,0
10,,เหนื่อยไหม ขอให้รักกันไว้นะ จะทำให้ทุกคนรักกันมากขึ้น,positive,1
11,,อย่าวางใจใครเลย เขาจะหลอกลวงคุณหมด,negative,0
12,,ได้รางวัลเล็ก ๆ น้อย ๆ แต่มีความสุขมาก,positive,1
13,,แจ่มมากเลย คุณภาพของผลิตภัณฑ์นี้เหนือระดับมากราคาถูกด้วย,positive,1
14,,ขอบคุณมากนะ เขาช่วยเราได้ทุกอย่าง เรารakkhimakmakเลย,positive,1
15,,ขอบคุณมากมายสำหรับทุก ๆ อย่าง,positive,1
16,,สุดยอดเลย เจ้าของร้านเขาเอาใจใส่ลูกค้าทุกคน,positive,1
17,,หมดหวังมั๊ยล่ะ ที่ทำงานไม่ได้ดี ไม่มีความหมายอะไร,negative,0
18,,รักการท่องเที่ยวที่ภูเก็ต วิวสวยมากเลย,positive,1
19,,ทำไมต้องมีการปฏิวัติในวันนี้ ฉันไม่โอเคเลย ประจำ vẫnไม่ดี,negative,0
20,,อยู่ในโรงแรมนี้สบายมากเลย บริการดีและมีความสะอาด,positive,1
21,,ได้รางวัลมาแล้ว คุณทำได้ดีมากเลย,positive,1
22,,"####
ไม่มีวันใดที่กูอยากพบคุณอีกเลย คุณทำให้กูรู้สึกเสียใจมากมาย",negative,0
23,,ดีจริงๆ เลย คุ้มราคาไปเลย,positive,1
24,,เหนื่อยจริงๆ ไม่มีวันหยุดที่แท้จริง ต้องทำงานทั้งวันทั้งคืน,negative,0
25,,อยู่ด้วยกันแบบนี้นาน ๆ ก็ดีนะ,positive,1
26,,สินค้าดีนำมาก ถูกใจคนใช้งานแน่นอน,positive,1
27,,โอเค๊ะ ได้งานทำแล้ว ยอดเยี่ยมเลย,positive,1
28,,ฉันไม่เข้าใจ왜มือถือของฉันต้องหมดแบตเตอร์รี่เร็วขนาดนี้,negative,0
29,,ไม่เอาพวกนี้เลย หัวหมุน ROUND รอบไปรอบมา,negative,0
30,,ใครจะมาห้ามไม่ได้เพราะตัวเองไม่มีวัดความสามารถเลย,negative,0
31,,ตอนนี้เรามีปัญหาทางกฎหมาย อย่าง(runtime error) เราอยากรู้วิธีแก้ไข แต่ไม่มีใครช่วยเหลือเลย,negative,0
32,,สถานการณ์ปัจจุบันทำให้รู้สึกเซ็งมาก ไม่แน่ใจว่าจะดำเนินการต่อไปอย่างไร,negative,0
33,,เหนื่อยเหลือเกิน จะไปไหน ก็ลำบากทุกที่,negative,0
34,,ไม่แนะนำร้านนี้เลย บริการไม่ดี และราคาก็แพงเกินไป,negative,0
35,,ดีจริงๆ เรารอคอย 기다ریمาตลอดเลยนะ,positive,1
36,,ไม่เข้าใจ왜ระบบออนไลน์ของธนาคารไทยทำไม่ได้ดีเลย ทำงานช้าหนึ่งอย่าง,negative,0
37,,ราวๆก่อน แต่ตอนนี้โอเคมากเลยนะ,positive,1
38,,ใครๆก็ใช้บริการของTRUE แต่ผมไม่ประทับใจเลย เสียเงินเข้าไปเยอะแยะ,negative,0
39,,ชอบมากเลย ซีรี่ส์นี้ดีนะ เข้าถึงอารมณ์ได้ทุกตอน,positive,1
40,,หวานจริงๆ ดูแลดีมากมาย,positive,1
41,,เหนื่อยมันที่สุดเลย ไม่สามารถทำงานได้อีกต่อไปแล้ว,negative,0
42,,งานนี้ทำได้ดีจริงๆ คุณภาพเยี่ยมเลย,positive,1
43,,สินค้านี้ใช้งานสะดวกมากเลย ไม่ทำให้ผิดหวังแน่นอน,positive,1
44,,ไม่โอเคเลยที่พวกเขาล้มเหลวในการแก้ไขปัญหาของลูกค้า ของฉันเองก็โดนเหมือนกัน,negative,0
45,,รักมากเลย การบริการของโรงแรมนี้ดีเยี่ยม,positive,1
46,,ใช้ดีมากค่ะ ผลิตภัณฑ์นี้ทำให้ชิวิตดีขึ้น,positive,1
47,,ไม่มีความสุขเลยที่ทำงานนี้ ไม่เคยมีโอกาสอะไรเลย,negative,0
48,,โดนหลอกลวงแล้ว จะเอาคืนยังไง ไม่รู้จริงๆ,negative,0
49,,ไม่แน่ใจว่าตัวเองจะสามารถทำได้อย่างไร เพราะเหตุที่ผ่านมาไม่ประสบผลสำเร็จ,negative,0
50,,สวัสดีค่ะ ร้านนี้บริการดีมาก เหมาะสำหรับทุกคน,positive,1
51,,ดีจริง ๆ ไปปป ได้เวลาละ,positive,1
52,,"####
กูเกลียดการที่คุณเข้ามาห.timestampsกู ทำให้กูรู้สึกอารมณ์ดｲ",negative,0
53,,เกลียดเขาเหล่านี้เลย เอาความรวยมาแบ่งให้กันเองไม่ยอมแบ่งให้ผู้อื่นเลย,negative,0
54,,ไม่ประทับใจในร้านอาหารแห่งนี้เลย บริการไม่ดี และอาหารก็ไม่อร่อย,negative,0
55,,ไม่โอเคเลย งานนี้มีปัญหามากมาย ตอนแรกก็โอเค แต่ตอนหลังก็แย่ไปหมด,negative,0
56,,ไม่มีความสุขเลย เมื่อเทียบกับราคาที่จ่ายไป กับการบริการที่ได้รับมา,negative,0
57,,ไม่สบายใจเลยที่ต้องรอคิวนานขนาดนี้ จะเล็กไปไหน,negative,0
58,,ไม่โอเคเลย ดูแลเน็ตตัวเองไม่ได้ แล้วโดนล่อ فلุ๊คไปหมด,negative,0
59,,ดีที่สุดเลยค่ะ ทำงานดี ประสิทธิภาพสูง,positive,1
60,,ใช้ผลิตภัณฑ์นี้ได้ผลดีจริงๆ ช่วยแก้อาการแพ้ได้อย่างรวดเร็ว,positive,1
61,,ดีที่สุดเลย จะแนะนำให้ทุกคนลองใช้ดู,positive,1
62,,ใช้งานง่ายมากเลย ไม่มีปัญหาใด ๆ,positive,1
63,,ระบบการจัดการศึกษาไทยไม่ดีเลย ฉันไม่เห็นอนาคตในการศึกษาที่ดีขึ้น,negative,0
64,,ดีจริงๆ เลย ได้ตามหาในสิ่งที่ต้องการFOUNDเลย,positive,1
65,,บริการลูกค้าของพวกเขาแย่มาก ไม่มีความใส่ใจลูกค้าสักที,negative,0
66,,ไม่มีความสุขเลย เวลาใช้งานเว็บไซท์นี้ หน้าตาจะออกมาโหดร้ายมาก,negative,0
67,,ไม่ควรมาщuations ด้วยเหตุที่ว่ามันไม่จริงเลย,negative,0
68,,ไม่สนใจพวกแก๊งค์ที่มาประกาศตัวว่าเป็นผู้ชนะเลย จะเอาความจริงออกมาใช่มั๊ย,negative,0
69,,ชอบมากเลย รูปภาพสวยมาก ข้อความดี๊ดี,positive,1
70,,สวัสดีครับ วันนี้อากาศดีมาก เรามีกิจกรรมสนุกมากมาย,positive,1
71,,ฉันไม่ชอบเวลามีคนมาหลอกลวงฉัน ทำอะไรไม่ตรงไปตรงมา,negative,0
72,,สุดยอดเลยค่ะ ผลิตภัณฑ์ดี คุณภาพดี,positive,1
73,,ราคาของมันแพงเหลือเกิน จะซื้อของดารLINGเลยดีกว่า,negative,0
74,,ไม่ชอบไปเที่ยวที่ไหนเลย ก็แค่เบื่อๆกับทุกๆ जगह,negative,0
75,,สุดยอดไปเลย คุณภาพดี ราคาเหมาะสม กำลังจะซื้ออีก,positive,1
76,,ชอบมากเลย ความคิดถึงเขาเต็มแก้ว ผมรักงานเขามาก,positive,1
77,,ชอบเพลงนี้มากๆ คือเพลงที่ทำให้เราอยู่ในอารมณ์ดี,positive,1
78,,ไม่มีวันไหนที่ผมรู้สึกสบายใจในการใช้บริการของคุณเลย ผมรู้สึกโดน 欺騙 มาก,negative,0
79,,เธอมันโกหกฉันตลอดเวลา ฉันรู้สึกเหนื่อยและสick of her already,negative,0
80,,ชอบเพลงนี้มากเลย เพลงฮิตประจำชาติเลย เห็นคนร้องไห้กันหมดเลย,positive,1
81,,ดีจริงๆ คุ้มค่าเงินที่ใช้จ่ายไปมาก,positive,1
82,,ไม่เข้าใจทำไมบริษัทจะตั้งค่ารักษาความปลอดภัยแพงขนาดนั้น ทำให้ฉันต้องใช้จ่ายมากมาย,negative,0
83,,ชอบร้านนี้มากเลย คุณภาพดี ราคาเหมาะสม และพนักงานน่ารัก,positive,1
84,,ชอบอาหารไทยมากเลย อาหารรสชาติดีและใช้ส่วนประกอบสดใหม่,positive,1
85,,ไม่เข้าร่วมงานเลี้ยงเพราะเบื่อม대회ไปแล้ว ไม่สนุกเลย,negative,0
86,,โอ้หวีดีเหลือเกิน ทำงานด้วยความรับผิดชอบและมีประสิทธิภาพสูงค่ะ,positive,1
87,,เราไม่ได้รับการตอบแทนอะไรจากการท่องเที่ยวครั้งนี้เลย เสียเวล่ำและเสียเงินมากมาย,negative,0
88,,ชอบอาหารไทยมากเลย รสชาติดี หมดความคิดถึงบ้านแล้ว,positive,1
89,,รadiator คุณภาพดี ราคาถูก ได้งานจริง,positive,1
90,,ไม่เอาๆ ไม่อยากใช้บริการของคุณอีกแล้ว,negative,0
91,,ไม่ชอบอาหารของร้านนี้เลย หมดความหวังกินอะไรที่รสชาติดีๆ,negative,0
92,,ไม่เข้าใจ왜ระบบของพวกเขามีปัญหาทุกครั้งที่ฉันใช้งาน,negative,0
93,,ไม่ประทับใจบริการของคุณ เพราะคุณตอบคำถามฉันไม่ดี และไม่ใส่ใจฉันเลย,negative,0
94,,ชอบบริการของคุณมากเลย รวดเร็วและเอาใจใส่,positive,1
95,,โอ้เอ๊ย สุดยอดจริงๆ ดูแล Skin เท่านี้เองก็ดีแล้ว,positive,1
96,,เหล่านี้ไม่มีความรับผิดชอบอะไรเลย ทำเอาความเสียหายมากมาย,negative,0
97,,_True.Move_ ก็อปปี้ระบบจากคนอื่นแหละ ไม่สร้างสรรค์อะไรเลย,negative,0
98,,ร้านอาหารนี้서비스แย่มาก ไม่มีอะไรดีเลย ฉันไม่ไปทานที่นี่อีกแล้ว,negative,0
99,,บริการดีมากมาย เรารักการท่องเที่ยวที่นี่มาก,positive,1
100,,ท้อแท้กับการใช้บริการของค่ายโทรศัพท์ที่ไม่มีความ稳 địnhเลย,negative,0
101,,ใครเคยก็เอาสิทธิพิเศษของตัวเอง คนอื่นโดนเอารัดเอาเปรียบ,negative,0
102,,สุดยอดเลย โดนใจมากค่ะ,positive,1
103,,สุดยอดเลยค่ะ ร้านดังกล่าวทำให้เรารู้สึกดี,positive,1
